label,x1,y1,z1,v1,x2,y2,z2,v2,x3,y3,z3,v3,x4,y4,z4,v4,x5,y5,z5,v5,x6,y6,z6,v6,x7,y7,z7,v7,x8,y8,z8,v8,x9,y9,z9,v9,x10,y10,z10,v10,x11,y11,z11,v11,x12,y12,z12,v12,x13,y13,z13,v13,x14,y14,z14,v14,x15,y15,z15,v15,x16,y16,z16,v16,x17,y17,z17,v17,x18,y18,z18,v18,x19,y19,z19,v19,x20,y20,z20,v20,x21,y21,z21,v21,x22,y22,z22,v22,x23,y23,z23,v23,x24,y24,z24,v24,x25,y25,z25,v25,x26,y26,z26,v26,x27,y27,z27,v27,x28,y28,z28,v28,x29,y29,z29,v29,x30,y30,z30,v30,x31,y31,z31,v31,x32,y32,z32,v32,x33,y33,z33,v33
Priyansh_chair,0.469022274017334,0.2891368567943573,-0.16295196115970612,0.9999854564666748,0.4733772277832031,0.28096917271614075,-0.1502578854560852,0.9999420642852783,0.4758870601654053,0.28108203411102295,-0.15028828382492065,0.9999408721923828,0.4776380658149719,0.2811393439769745,-0.15029442310333252,0.9999369382858276,0.46500906348228455,0.2818147540092468,-0.15090063214302063,0.9999332427978516,0.4622310996055603,0.28249841928482056,-0.15087325870990753,0.9999328851699829,0.45971959829330444,0.2832390367984772,-0.15088650584220886,0.9999338388442993,0.4820403456687927,0.2881442904472351,-0.07272420078516006,0.9998959302902222,0.4561634361743927,0.29222869873046875,-0.074446901679039,0.9998714923858643,0.4754156768321991,0.3018021881580353,-0.13359610736370087,0.9999830722808838,0.46464815735816956,0.30232512950897217,-0.13415540754795074,0.9999790191650391,0.5081336498260498,0.37044045329093933,-0.01993851363658905,0.9999680519104004,0.43903660774230957,0.37928420305252075,-0.029598474502563477,0.9999330043792725,0.5159801244735718,0.4643370509147644,0.017034640535712242,0.9700807332992554,0.43453067541122437,0.47753971815109253,-0.003143168753013015,0.9581932425498962,0.5206672549247742,0.547787606716156,-0.05369238555431366,0.9547157287597656,0.43338942527770996,0.5651868581771851,-0.07302089780569077,0.9481635689735413,0.5248823761940002,0.5761410593986511,-0.0739218071103096,0.9269759654998779,0.43115726113319397,0.5946270227432251,-0.09667900204658508,0.9178694486618042,0.5209572911262512,0.5747697353363037,-0.09902960062026978,0.9314517378807068,0.43414589762687683,0.5921225547790527,-0.12301679700613022,0.9230387806892395,0.5180826187133789,0.5660308599472046,-0.06535668671131134,0.9178955554962158,0.43612655997276306,0.583577036857605,-0.08533631265163422,0.9127601385116577,0.4965653419494629,0.5603043437004089,0.0006166428211145103,0.9997993111610413,0.45554837584495544,0.560870349407196,-0.0006052929675206542,0.9997472167015076,0.5054038166999817,0.7036675214767456,-0.0241848211735487,0.9959667921066284,0.45522400736808777,0.7040646076202393,-0.018310748040676117,0.9945427179336548,0.5047234892845154,0.829383909702301,0.09962531179189682,0.9940528273582458,0.45945024490356445,0.8326150178909302,0.09829539805650711,0.9933459758758545,0.4978870451450348,0.8451451063156128,0.10536350309848785,0.8589997887611389,0.4669727087020874,0.8470112085342407,0.10376390069723129,0.8820387125015259,0.5088933706283569,0.8771680593490601,0.006546009797602892,0.9881719946861267,0.4484848976135254,0.8800218105316162,0.00835900567471981,0.9889994263648987
Priyansh_chair,0.46871423721313477,0.2891237437725067,-0.18606096506118774,0.9999856948852539,0.47313010692596436,0.2807692289352417,-0.1749536693096161,0.9999426603317261,0.47579750418663025,0.2809794247150421,-0.1749730408191681,0.9999417066574097,0.47760215401649475,0.281070351600647,-0.1749667525291443,0.9999376535415649,0.46457618474960327,0.2814450263977051,-0.17485633492469788,0.9999340176582336,0.4619026780128479,0.28204697370529175,-0.1748276948928833,0.9999337792396545,0.4592418074607849,0.28279951214790344,-0.1748385727405548,0.9999344944953918,0.48202046751976013,0.2881517708301544,-0.09907584637403488,0.9998966455459595,0.45608144998550415,0.29192808270454407,-0.09766276925802231,0.9998721480369568,0.47517967224121094,0.3022369146347046,-0.15680888295173645,0.9999830722808838,0.4643462896347046,0.30283403396606445,-0.15648521482944489,0.9999790191650391,0.5081158876419067,0.3704003393650055,-0.0407046340405941,0.9999679923057556,0.43876272439956665,0.37879493832588196,-0.04698158800601959,0.9999348521232605,0.5159987807273865,0.4643068015575409,0.0058980947360396385,0.9707054495811462,0.434369832277298,0.4776557385921478,-0.014090580865740776,0.9588584899902344,0.5206648111343384,0.5492545366287231,-0.057272788137197495,0.955098032951355,0.43336448073387146,0.5658489465713501,-0.08101056516170502,0.9486420154571533,0.5246461033821106,0.5771834850311279,-0.07569234818220139,0.9272642731666565,0.4310716688632965,0.5952001214027405,-0.10352233052253723,0.9184482097625732,0.5207712054252625,0.575651228427887,-0.10163924098014832,0.9317324161529541,0.4340050518512726,0.5927791595458984,-0.13051843643188477,0.9235360622406006,0.5180426239967346,0.5677145719528198,-0.06896194815635681,0.9183021783828735,0.4360032081604004,0.5839952230453491,-0.09344585239887238,0.9132949709892273,0.4960992932319641,0.5601168870925903,0.0005153196980245411,0.9997944235801697,0.4550793766975403,0.5605055093765259,-0.0005077866953797638,0.9997438788414001,0.5052332878112793,0.7031475901603699,-0.015128320083022118,0.9959801435470581,0.45513516664505005,0.7038517594337463,-0.013756291009485722,0.9946951270103455,0.5047727823257446,0.8296893835067749,0.0973612442612648,0.9941393136978149,0.45944854617118835,0.8326058983802795,0.09601246565580368,0.9934095740318298,0.49789589643478394,0.8460189700126648,0.10167346149682999,0.8612985610961914,0.4669729173183441,0.8470162749290466,0.10060813277959824,0.882854700088501,0.5089339017868042,0.8772969841957092,0.0018991088727489114,0.9883360862731934,0.44860586524009705,0.8799868822097778,0.00571633642539382,0.989057719707489
Priyansh_chair,0.468494713306427,0.28912192583084106,-0.19064195454120636,0.9999860525131226,0.47289711236953735,0.28063490986824036,-0.17949382960796356,0.9999438524246216,0.47568461298942566,0.2809211313724518,-0.17951270937919617,0.9999430179595947,0.4775461256504059,0.2810431718826294,-0.1795072704553604,0.99993896484375,0.4642067551612854,0.2811953127384186,-0.17939136922359467,0.9999355673789978,0.4615975022315979,0.28174176812171936,-0.17936617136001587,0.9999353885650635,0.4588422179222107,0.2824511229991913,-0.17937590181827545,0.999936044216156,0.4819304049015045,0.2881779968738556,-0.10262533277273178,0.9998984336853027,0.45599082112312317,0.2917003333568573,-0.10124589502811432,0.9998748302459717,0.47501879930496216,0.3026112914085388,-0.16098493337631226,0.9999831914901733,0.4641212224960327,0.3032549023628235,-0.16066549718379974,0.9999792575836182,0.5080279111862183,0.3703615367412567,-0.04268350079655647,0.9999679923057556,0.4385097324848175,0.3783164918422699,-0.04896818846464157,0.9999369978904724,0.5159988403320312,0.4641547203063965,0.0050491089932620525,0.9712657332420349,0.4340420365333557,0.4776014983654022,-0.014912557788193226,0.9597083926200867,0.5206496715545654,0.5494351387023926,-0.05771747976541519,0.9551889896392822,0.4331212043762207,0.5660344362258911,-0.08241653442382812,0.949251651763916,0.5243983864784241,0.5773186087608337,-0.07584402710199356,0.9269821047782898,0.430764764547348,0.5952853560447693,-0.10494381189346313,0.919052004814148,0.5205913186073303,0.5757356882095337,-0.1019757091999054,0.9314765334129333,0.43360626697540283,0.5928554534912109,-0.13194219768047333,0.9240699410438538,0.5179896354675293,0.5680862665176392,-0.0694306418299675,0.918049156665802,0.43563246726989746,0.5840474367141724,-0.09482505172491074,0.9138340950012207,0.49580007791519165,0.5594429969787598,0.0004760843003168702,0.9997891783714294,0.4547141492366791,0.5598599314689636,-0.0004702254955191165,0.9997408390045166,0.5051878690719604,0.7026685476303101,-0.013130729086697102,0.9959598779678345,0.45504772663116455,0.7035508155822754,-0.013377566821873188,0.9948094487190247,0.5048407316207886,0.8305286169052124,0.09444141387939453,0.9941815137863159,0.4594508111476898,0.8326015472412109,0.09219842404127121,0.9934478402137756,0.4979096055030823,0.8474751114845276,0.09805372357368469,0.8628565073013306,0.46697118878364563,0.8470559120178223,0.09623024612665176,0.8831402063369751,0.5090586543083191,0.8776730895042419,-0.002940066857263446,0.9884377121925354,0.4489734172821045,0.8799603581428528,0.00021187709353398532,0.9890874624252319
Priyansh_chair,0.4683160185813904,0.28923994302749634,-0.19443053007125854,0.9999862909317017,0.47264498472213745,0.28060927987098694,-0.18299660086631775,0.9999446272850037,0.4755396246910095,0.2809184789657593,-0.18301501870155334,0.9999439120292664,0.47745075821876526,0.28106066584587097,-0.1830083727836609,0.9999397397041321,0.463934987783432,0.28110045194625854,-0.18300852179527283,0.9999367594718933,0.4613761901855469,0.28160569071769714,-0.1829870045185089,0.9999367594718933,0.45856326818466187,0.28228193521499634,-0.18299785256385803,0.9999374151229858,0.48177024722099304,0.2883877754211426,-0.10460841655731201,0.9998994469642639,0.4558882415294647,0.2915993332862854,-0.10371202230453491,0.999877393245697,0.4747936427593231,0.30337998270988464,-0.16422106325626373,0.9999832510948181,0.46391597390174866,0.3038986623287201,-0.16404154896736145,0.9999794363975525,0.5076917409896851,0.37028735876083374,-0.04343429580330849,0.9999678134918213,0.43809589743614197,0.3781338036060333,-0.04924958571791649,0.9999393224716187,0.5157053470611572,0.4639072120189667,0.005147738382220268,0.9714704155921936,0.43333354592323303,0.4775841236114502,-0.014186329208314419,0.9605420827865601,0.5205461978912354,0.5493495464324951,-0.05829508975148201,0.9546239376068115,0.43272075057029724,0.5661169290542603,-0.0829114019870758,0.9500601291656494,0.5241196751594543,0.5772510766983032,-0.0762622281908989,0.9257801175117493,0.4304695427417755,0.5952847003936768,-0.10556566715240479,0.9199295043945312,0.5204534530639648,0.575573205947876,-0.10281344503164291,0.9303820729255676,0.4333404302597046,0.5928894877433777,-0.132768452167511,0.9248802661895752,0.5179301500320435,0.5680662393569946,-0.07019516825675964,0.9167503118515015,0.4353618025779724,0.5840725302696228,-0.09540862590074539,0.9146614670753479,0.495642751455307,0.558162271976471,9.905658225761726e-05,0.9997828602790833,0.4544832408428192,0.5589153170585632,-9.318397496826947e-05,0.9997388124465942,0.5051247477531433,0.7013943195343018,-0.011750937439501286,0.9959670305252075,0.4548809826374054,0.7028109431266785,-0.012355875223875046,0.9949166774749756,0.5048632621765137,0.8309059739112854,0.09145013988018036,0.9942811727523804,0.459453821182251,0.8325498700141907,0.09103339910507202,0.993535041809082,0.497934490442276,0.8482735753059387,0.09448594599962234,0.8645387291908264,0.4669704735279083,0.8470599055290222,0.09475266933441162,0.8842440247535706,0.5090786814689636,0.8777843713760376,-0.008357010781764984,0.9886482954025269,0.4491167664527893,0.8797689080238342,-0.0024042215663939714,0.9892140626907349
Priyansh_chair,0.4680761396884918,0.289262056350708,-0.20048260688781738,0.9999863505363464,0.47230949997901917,0.2805136740207672,-0.18911564350128174,0.9999444484710693,0.4752790629863739,0.28084784746170044,-0.18913352489471436,0.9999439120292664,0.477292537689209,0.2810404598712921,-0.18912620842456818,0.999939501285553,0.46362611651420593,0.2809189558029175,-0.18911460041999817,0.9999367594718933,0.46107378602027893,0.2813841998577118,-0.1890958547592163,0.9999370574951172,0.45821866393089294,0.28206104040145874,-0.18911191821098328,0.9999376535415649,0.48143213987350464,0.28839489817619324,-0.1103656217455864,0.9998988509178162,0.45566993951797485,0.29137563705444336,-0.10942364484071732,0.9998777508735657,0.47440701723098755,0.30356186628341675,-0.17007839679718018,0.9999831318855286,0.46359583735466003,0.3041043281555176,-0.16989856958389282,0.9999793171882629,0.5073891878128052,0.3702639639377594,-0.04758379980921745,0.9999674558639526,0.43774187564849854,0.37753060460090637,-0.053545933216810226,0.9999409914016724,0.5153687596321106,0.4638124108314514,0.0031803299207240343,0.9716393351554871,0.43290966749191284,0.4775374233722687,-0.016639510169625282,0.9611414074897766,0.5204481482505798,0.549348771572113,-0.060098130255937576,0.9540572166442871,0.4323548376560211,0.5661729574203491,-0.08582740277051926,0.950707197189331,0.5238659977912903,0.577253520488739,-0.0776970237493515,0.9246028065681458,0.43016645312309265,0.5952830910682678,-0.1084410548210144,0.920669674873352,0.5203514099121094,0.5755738615989685,-0.10473795980215073,0.9293233752250671,0.4330614507198334,0.5929355025291443,-0.13588474690914154,0.925568163394928,0.5178903341293335,0.5681207776069641,-0.07214941084384918,0.9155632853507996,0.4350653290748596,0.5840878486633301,-0.09838360548019409,0.9153541922569275,0.4954138696193695,0.5572130680084229,-2.1759475202998146e-05,0.9997758865356445,0.4542025327682495,0.5579864382743835,2.4348064471269026e-05,0.9997345805168152,0.5050240159034729,0.7007368206977844,-0.011588171124458313,0.9959614872932434,0.4548357427120209,0.7022289633750916,-0.012150894850492477,0.9950021505355835,0.50486820936203,0.8310001492500305,0.09208864718675613,0.9943513870239258,0.4594746232032776,0.8324882984161377,0.09169280529022217,0.9935855865478516,0.4979541599750519,0.8483673930168152,0.09594904631376266,0.8654676079750061,0.466976523399353,0.8470559120178223,0.09579624235630035,0.8847261071205139,0.509068489074707,0.8778101205825806,-0.006021851673722267,0.988801121711731,0.449219673871994,0.879585862159729,-0.001236542477272451,0.9892963171005249
Priyansh_chair,0.4677911102771759,0.28927886486053467,-0.201175257563591,0.9999864101409912,0.47195759415626526,0.2803983986377716,-0.18973106145858765,0.9999445676803589,0.4749557077884674,0.2807295620441437,-0.18974876403808594,0.9999440312385559,0.4770863652229309,0.2809806168079376,-0.18974220752716064,0.999939501285553,0.46328312158584595,0.28076204657554626,-0.18997575342655182,0.999937117099762,0.46068698167800903,0.2812121510505676,-0.1899583339691162,0.9999376535415649,0.4578339159488678,0.281915545463562,-0.18997418880462646,0.9999382495880127,0.4808126389980316,0.28838202357292175,-0.11068414151668549,0.9998986721038818,0.45530539751052856,0.29120582342147827,-0.11084721982479095,0.9998788237571716,0.4739735722541809,0.30367299914360046,-0.17060264945030212,0.9999830722808838,0.4631628394126892,0.3042377531528473,-0.1707460880279541,0.9999793171882629,0.5068129897117615,0.3702344596385956,-0.04762549698352814,0.9999670386314392,0.4371137022972107,0.37713104486465454,-0.054795656353235245,0.9999425411224365,0.514559268951416,0.4636634588241577,0.0034238349180668592,0.9714704155921936,0.4323854148387909,0.4774973690509796,-0.018639106303453445,0.9617025256156921,0.5199769139289856,0.5491783022880554,-0.06034295633435249,0.9531188607215881,0.43199294805526733,0.5662625432014465,-0.08879943192005157,0.9512211084365845,0.5234237313270569,0.5770549178123474,-0.07790714502334595,0.9230849146842957,0.42980629205703735,0.59528648853302,-0.11158730089664459,0.9211989641189575,0.5201581120491028,0.5753377676010132,-0.10504413396120071,0.9279474020004272,0.4326169490814209,0.5929892063140869,-0.1386866420507431,0.9260661005973816,0.5177459120750427,0.568018913269043,-0.0724521279335022,0.9140568971633911,0.4346284568309784,0.5841381549835205,-0.10121942311525345,0.915846586227417,0.49503466486930847,0.5566520094871521,-0.00011614925460889935,0.9997695684432983,0.4539618492126465,0.5575757622718811,0.00011630609515123069,0.9997299909591675,0.504924476146698,0.7000732421875,-0.012405948713421822,0.9959506392478943,0.4546917974948883,0.7013604640960693,-0.012267688289284706,0.9950551390647888,0.5048691630363464,0.8309695720672607,0.09464576840400696,0.9943854808807373,0.45947960019111633,0.8323672413825989,0.09220753610134125,0.9936102628707886,0.49799421429634094,0.8482312560081482,0.09846886247396469,0.8652204871177673,0.466966837644577,0.8469676971435547,0.09617384523153305,0.8849072456359863,0.5089547038078308,0.8778701424598694,-0.005701328627765179,0.988895058631897,0.4493289887905121,0.8795384764671326,-0.0003856019175145775,0.9893505573272705
Priyansh_chair,0.46751827001571655,0.28928327560424805,-0.2010507732629776,0.9999865293502808,0.47156062722206116,0.2803102135658264,-0.1892884075641632,0.9999449849128723,0.47457122802734375,0.2806355357170105,-0.18930581212043762,0.9999445676803589,0.4768187999725342,0.28093594312667847,-0.18929891288280487,0.9999399185180664,0.46284639835357666,0.2806306481361389,-0.1897362470626831,0.9999377727508545,0.4601275324821472,0.2810637056827545,-0.18971800804138184,0.9999385476112366,0.45734095573425293,0.28177013993263245,-0.18973156809806824,0.9999391436576843,0.48019909858703613,0.28838032484054565,-0.10936471074819565,0.9998994469642639,0.45469558238983154,0.29109901189804077,-0.1103036180138588,0.9998806715011597,0.47355541586875916,0.30380958318710327,-0.17020361125469208,0.9999831318855286,0.4626978039741516,0.30435889959335327,-0.17057906091213226,0.9999794960021973,0.5056683421134949,0.37017905712127686,-0.04622634872794151,0.9999669790267944,0.43620774149894714,0.37701743841171265,-0.054010044783353806,0.9999439716339111,0.5137516856193542,0.4635750651359558,0.004505697637796402,0.9711523652076721,0.4318154454231262,0.4775088429450989,-0.0178532637655735,0.962300717830658,0.519597053527832,0.5489671230316162,-0.06001139432191849,0.9521223902702332,0.4316765069961548,0.5664083957672119,-0.08816419541835785,0.952002763748169,0.5230733752250671,0.5768566131591797,-0.07771821320056915,0.921485185623169,0.4295324683189392,0.5953041911125183,-0.11107735335826874,0.9221047163009644,0.5199905633926392,0.5750738382339478,-0.10473472625017166,0.9264959096908569,0.4323154091835022,0.5930561423301697,-0.13791944086551666,0.9269132614135742,0.517602264881134,0.5678421854972839,-0.07204174250364304,0.9124700427055359,0.4343164265155792,0.5842211842536926,-0.10049740225076675,0.916717529296875,0.49466195702552795,0.5564386248588562,-0.0004266058385837823,0.999764621257782,0.453738808631897,0.5575260519981384,0.00042275371379218996,0.9997264742851257,0.5048916339874268,0.6999734044075012,-0.01315230317413807,0.9959742426872253,0.45449742674827576,0.7011012434959412,-0.011973190121352673,0.9951016306877136,0.5049295425415039,0.830966591835022,0.0979820266366005,0.9944279789924622,0.45948076248168945,0.8323184251785278,0.09533999860286713,0.9936418533325195,0.49821633100509644,0.8482124209403992,0.10224254429340363,0.8637441992759705,0.4669607877731323,0.846951425075531,0.09965982288122177,0.8850585222244263,0.5086171627044678,0.8779210448265076,-0.0037894579581916332,0.9889987707138062,0.4494011402130127,0.8795291781425476,0.0012584645301103592,0.9894441962242126
Priyansh_chair,0.46705830097198486,0.2892623245716095,-0.19605351984500885,0.999986469745636,0.47100383043289185,0.28018298745155334,-0.18431122601032257,0.999944806098938,0.47401681542396545,0.28049060702323914,-0.18433113396167755,0.9999444484710693,0.47639936208724976,0.2808331847190857,-0.184326633810997,0.9999396204948425,0.4622335731983185,0.28049570322036743,-0.18463528156280518,0.9999377131462097,0.4593614935874939,0.28093844652175903,-0.1846144199371338,0.9999387860298157,0.45669999718666077,0.2816484868526459,-0.18462756276130676,0.999939501285553,0.47952038049697876,0.28834861516952515,-0.1067197173833847,0.9998987317085266,0.45396706461906433,0.29103952646255493,-0.1061020940542221,0.9998816251754761,0.4730549156665802,0.3038097321987152,-0.1657506674528122,0.9999830722808838,0.46213290095329285,0.3043769598007202,-0.1659422218799591,0.999979555606842,0.504425048828125,0.3701015114784241,-0.04238806664943695,0.9999664425849915,0.43548253178596497,0.37699753046035767,-0.05202765762805939,0.9999452829360962,0.5123357772827148,0.4635530710220337,0.010055921971797943,0.9700864553451538,0.43091320991516113,0.47763872146606445,-0.016934344545006752,0.9630836844444275,0.5191991925239563,0.5487154126167297,-0.056595329195261,0.9502789974212646,0.4313175678253174,0.5664407014846802,-0.08702335506677628,0.9528827667236328,0.5227412581443787,0.5767877697944641,-0.07436925172805786,0.9188981652259827,0.4291771650314331,0.5953037142753601,-0.11022280901670456,0.9231361746788025,0.5198133587837219,0.575035810470581,-0.10202105343341827,0.9241266846656799,0.4320186972618103,0.5930567383766174,-0.13683940470218658,0.9278866052627563,0.5174458622932434,0.567828357219696,-0.06916213780641556,0.9098221063613892,0.43402355909347534,0.584221363067627,-0.09932668507099152,0.917733907699585,0.49433279037475586,0.5564075112342834,-0.00039223561179824173,0.9997605681419373,0.4534650146961212,0.5575435757637024,0.0003887599450536072,0.9997249245643616,0.5048924684524536,0.6999966502189636,-0.013809877447783947,0.995984673500061,0.45427411794662476,0.7011114954948425,-0.01296199019998312,0.9951210021972656,0.505057692527771,0.8308841586112976,0.10129892826080322,0.994429886341095,0.4594983756542206,0.832306981086731,0.09627379477024078,0.9936400055885315,0.4985213875770569,0.8480314612388611,0.10627591609954834,0.8620171546936035,0.46696043014526367,0.8469457030296326,0.10092557966709137,0.8845322728157043,0.5084801912307739,0.8779214024543762,0.00036849945900030434,0.9890268445014954,0.4495721757411957,0.8795254826545715,0.0013035184238106012,0.9894794225692749
Priyansh_chair,0.46661874651908875,0.28925621509552,-0.19562166929244995,0.9999865889549255,0.4704594910144806,0.28010109066963196,-0.1833716332912445,0.9999452829360962,0.4734111726284027,0.2803903818130493,-0.18339094519615173,0.9999449253082275,0.47584763169288635,0.28076228499412537,-0.18338783085346222,0.999940037727356,0.461652934551239,0.2803821265697479,-0.18429116904735565,0.9999385476112366,0.4586494266986847,0.2808059751987457,-0.1842726767063141,0.9999397993087769,0.456044465303421,0.2814871370792389,-0.18428611755371094,0.9999406337738037,0.47858256101608276,0.2883032262325287,-0.10393377393484116,0.9998995065689087,0.4530518352985382,0.29077526926994324,-0.1060280054807663,0.9998841881752014,0.4724667966365814,0.30386027693748474,-0.16474118828773499,0.9999831318855286,0.4614952802658081,0.30442678928375244,-0.165704146027565,0.9999797940254211,0.503003716468811,0.36995330452919006,-0.041575923562049866,0.9999658465385437,0.43390870094299316,0.37699994444847107,-0.052486490458250046,0.9999464154243469,0.5114772915840149,0.4632287621498108,0.010657108388841152,0.9690549373626709,0.4299379885196686,0.4776814877986908,-0.019714605063199997,0.9638857841491699,0.5189468264579773,0.5481478571891785,-0.05639185011386871,0.9483546018600464,0.43048185110092163,0.5664967894554138,-0.09158807247877121,0.9535903334617615,0.5225290656089783,0.5764964818954468,-0.0741361752152443,0.9162204265594482,0.42855700850486755,0.5953215956687927,-0.1154586523771286,0.9238873720169067,0.5196967720985413,0.5748111009597778,-0.10195652395486832,0.9216738343238831,0.43153342604637146,0.5930947661399841,-0.1412840485572815,0.9285944104194641,0.5173457264900208,0.5676865577697754,-0.06907268613576889,0.9071679711341858,0.4334733784198761,0.5842635035514832,-0.10358823835849762,0.9184229969978333,0.49398601055145264,0.5561720132827759,-0.0002975327952299267,0.9997545480728149,0.45315444469451904,0.5575631856918335,0.00029583400464616716,0.9997209310531616,0.5049212574958801,0.6999877691268921,-0.014314490370452404,0.9959991574287415,0.4541594684123993,0.7011200189590454,-0.01412976160645485,0.9951332807540894,0.505226731300354,0.8306257128715515,0.10150506347417831,0.9944140315055847,0.45952001214027405,0.8323040008544922,0.09566017985343933,0.9936295747756958,0.49883028864860535,0.84766685962677,0.10650085657835007,0.8598610758781433,0.46695345640182495,0.8469451069831848,0.10030244290828705,0.8839415311813354,0.5081847906112671,0.8778539299964905,0.0009208288392983377,0.9890081286430359,0.4496248662471771,0.8795252442359924,0.0003533588314894587,0.9894786477088928
Priyansh_chair,0.4662015736103058,0.2891799509525299,-0.19008192420005798,0.9999862909317017,0.4698655903339386,0.27996253967285156,-0.1769912838935852,0.999944269657135,0.4727382957935333,0.2802495062351227,-0.17701585590839386,0.9999438524246216,0.475140780210495,0.2806483209133148,-0.17701654136180878,0.9999387264251709,0.4611416459083557,0.2802400290966034,-0.1791502684354782,0.9999377727508545,0.45811188220977783,0.28067392110824585,-0.1791302114725113,0.9999392628669739,0.4554291069507599,0.2813635766506195,-0.17914830148220062,0.9999402165412903,0.47758156061172485,0.2882280647754669,-0.09451316297054291,0.9998967051506042,0.4522581398487091,0.29063642024993896,-0.10268636047840118,0.9998844265937805,0.472010999917984,0.3038591146469116,-0.15830819308757782,0.9999825358390808,0.46104755997657776,0.3044273257255554,-0.16085736453533173,0.9999794363975525,0.501873254776001,0.36990851163864136,-0.030523279681801796,0.9999641180038452,0.4329160749912262,0.37708064913749695,-0.05225776135921478,0.9999470114707947,0.5101131796836853,0.46318575739860535,0.01973126083612442,0.9665141701698303,0.4290594160556793,0.47807741165161133,-0.018651073798537254,0.9645136594772339,0.5184260606765747,0.5477830171585083,-0.04893979802727699,0.9449189305305481,0.429473876953125,0.5666673183441162,-0.09007658809423447,0.9540491104125977,0.5221776962280273,0.5760106444358826,-0.06671856343746185,0.9117878675460815,0.4275834858417511,0.5954645276069641,-0.11385093629360199,0.9243523478507996,0.5194966197013855,0.5743042230606079,-0.09478400647640228,0.9175984859466553,0.4306062161922455,0.5933969020843506,-0.13980959355831146,0.9290410876274109,0.5171328186988831,0.5672701001167297,-0.06196630746126175,0.9027022123336792,0.43249425292015076,0.5845667123794556,-0.10214515775442123,0.9188705682754517,0.49373847246170044,0.5561915636062622,0.0009041011217050254,0.9997466802597046,0.45302459597587585,0.5577191710472107,-0.0008890876197256148,0.9997175335884094,0.5050215721130371,0.699976921081543,-0.013797122053802013,0.9959793090820312,0.45405852794647217,0.7012678384780884,-0.015980277210474014,0.9951073527336121,0.5054234862327576,0.830475389957428,0.10164536535739899,0.99434894323349,0.45951583981513977,0.8323870897293091,0.09292640537023544,0.9935630559921265,0.498966783285141,0.847418487071991,0.10651714354753494,0.8587526082992554,0.4669373631477356,0.8470500707626343,0.09740585088729858,0.8825476765632629,0.5081873536109924,0.8778764009475708,0.001804942381568253,0.9888942837715149,0.4496263861656189,0.8795095682144165,-0.00259238388389349,0.9893737435340881
